,id,movie,year,time,rating,score,votes,gross,description,director,star,genre
760,760,The Fault in Our Stars,2014,126 min,7.7,69        ,"360,895",$124.87M,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,Josh Boone,'Shailene Woodley' 'Ansel Elgort' 'Nat Wolff' 'Laura Dern',"
Drama, Romance            "
535,535,The Bourne Identity,2002,119 min,7.9,68        ,"529,020",$121.66M,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",Doug Liman,'Franka Potente' 'Matt Damon' 'Chris Cooper' 'Clive Owen',"
Action, Mystery, Thriller            "
836,836,Mulan,1998,88 min,7.7,71        ,"272,007",$120.62M,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.","Directors:Tony Bancroft, Barry Cook",'Ming-Na Wen' 'Eddie Murphy' 'BD Wong' 'Miguel Ferrer',"
Animation, Adventure, Comedy            "
100,100,Inglourious Basterds,2009,153 min,8.3,69        ,"1,352,251",$120.54M,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",Quentin Tarantino,'Brad Pitt' 'Diane Kruger' 'Eli Roth' 'Mélanie Laurent',"
Adventure, Drama, War            "
460,460,Rio Bravo,1959,141 min,8.0,93        ,"59,904",$12.54M,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",Howard Hawks,'John Wayne' 'Dean Martin' 'Ricky Nelson' 'Angie Dickinson',"
Western            "
985,985,Mad Max 2,1981,96 min,7.6,77        ,"174,419",$12.47M,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",George Miller,'Mel Gibson' 'Bruce Spence' 'Michael Preston' 'Max Phipps',"
Action, Adventure, Sci-Fi            "
64,64,Dangal,2016,161 min,8.4,****,"174,871",$12.39M,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,Nitesh Tiwari,'Aamir Khan' 'Sakshi Tanwar' 'Fatima Sana Shaikh' 'Sanya Malhotra',"
Action, Biography, Drama            "
683,683,Gattaca,1997,106 min,7.8,64        ,"292,581",$12.34M,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,Andrew Niccol,'Ethan Hawke' 'Uma Thurman' 'Jude Law' 'Gore Vidal',"
Drama, Sci-Fi, Thriller            "
547,547,True Romance,1993,119 min,7.9,59        ,"219,037",$12.28M,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",Tony Scott,'Christian Slater' 'Patricia Arquette' 'Dennis Hopper' 'Val Kilmer',"
Crime, Drama, Romance            "
190,190,The Great Escape,1963,172 min,8.2,86        ,"235,845",$12.10M,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,John Sturges,'Steve McQueen' 'James Garner' 'Richard Attenborough' 'Charles Bronson',"
Adventure, Drama, History            "
570,570,The Wild Bunch,1969,145 min,7.9,97        ,"82,216",$12.06M,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",Sam Peckinpah,"'William Holden' 'Ernest Borgnine' 'Robert Ryan' ""Edmond O'Brien""","
Action, Adventure, Western            "
667,667,Walk the Line,2005,136 min,7.8,72        ,"243,427",$119.52M,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",James Mangold,'Joaquin Phoenix' 'Reese Witherspoon' 'Ginnifer Goodwin' 'Robert Patrick',"
Biography, Drama, Music            "
886,886,Blazing Saddles,1974,93 min,7.7,73        ,"133,343",$119.50M,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",Mel Brooks,'Cleavon Little' 'Gene Wilder' 'Slim Pickens' 'Harvey Korman',"
Comedy, Western            "
701,701,Back to the Future Part II,1989,108 min,7.8,57        ,"506,735",$118.50M,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Robert Zemeckis,'Michael J. Fox' 'Christopher Lloyd' 'Lea Thompson' 'Thomas F. Wilson',"
Adventure, Comedy, Sci-Fi            "
227,227,Ford v Ferrari,2019,152 min,8.1,81        ,"345,440",$117.62M,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,James Mangold,'Matt Damon' 'Christian Bale' 'Jon Bernthal' 'Caitriona Balfe',"
Action, Biography, Drama            "
298,298,Rocky,1976,120 min,8.1,70        ,"545,968",$117.24M,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,John G. Avildsen,'Sylvester Stallone' 'Talia Shire' 'Burt Young' 'Carl Weathers',"
Drama, Sport            "
157,157,The Wolf of Wall Street,2013,180 min,8.2,75        ,"1,289,179",$116.90M,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",Martin Scorsese,'Leonardo DiCaprio' 'Jonah Hill' 'Margot Robbie' 'Matthew McConaughey',"
Biography, Comedy, Crime            "
510,510,District 9,2009,112 min,7.9,81        ,"660,117",$115.65M,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,Neill Blomkamp,'Sharlto Copley' 'David James' 'Jason Cope' 'Nathalie Boltt',"
Action, Sci-Fi, Thriller            "
675,675,Remember the Titans,2000,113 min,7.8,48        ,"206,938",$115.65M,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,Boaz Yakin,'Denzel Washington' 'Will Patton' 'Wood Harris' 'Ryan Hurst',"
Biography, Drama, Sport            "
22,22,One Flew Over the Cuckoo's Nest,1975,133 min,8.7,84        ,"963,298",$112.00M,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",Milos Forman,'Jack Nicholson' 'Louise Fletcher' 'Michael Berryman' 'Peter Brocco',"
Drama            "
454,454,Doctor Zhivago,1965,197 min,8.0,69        ,"73,545",$111.72M,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",David Lean,'Omar Sharif' 'Julie Christie' 'Geraldine Chaplin' 'Rod Steiger',"
Drama, Romance, War            "
813,813,The Last Samurai,2003,154 min,7.7,55        ,"419,603",$111.11M,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,Edward Zwick,'Tom Cruise' 'Ken Watanabe' 'Billy Connolly' 'William Atherton',"
Action, Drama            "
49,49,Nuovo Cinema Paradiso,1988,155 min,8.5,80        ,"248,401",$11.99M,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,Giuseppe Tornatore,'Philippe Noiret' 'Enzo Cannavale' 'Antonella Attili' 'Isa Danieli',"
Drama, Romance            "
461,461,Anatomy of a Murder,1959,161 min,8.0,95        ,"64,094",$11.90M,"An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",Otto Preminger,"'James Stewart' 'Lee Remick' 'Ben Gazzara' ""Arthur O'Connell""","
Drama, Mystery            "
875,875,Zelig,1983,79 min,7.7,****,"41,385",$11.80M,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",Woody Allen,'Woody Allen' 'Mia Farrow' 'Patrick Horgan' 'John Buckwalter',"
Comedy            "
118,118,Das Boot,1981,149 min,8.3,86        ,"242,690",$11.49M,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",Wolfgang Petersen,'Jürgen Prochnow' 'Herbert Grönemeyer' 'Klaus Wennemann' 'Hubertus Bengsch',"
Drama, War            "
899,899,The Birds,1963,119 min,7.7,90        ,"181,683",$11.40M,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,Alfred Hitchcock,'Rod Taylor' 'Tippi Hedren' 'Jessica Tandy' 'Suzanne Pleshette',"
Drama, Horror, Mystery            "
74,74,The Lives of Others,2006,137 min,8.4,89        ,"376,193",$11.29M,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",Florian Henckel von Donnersmarck,'Ulrich Mühe' 'Martina Gedeck' 'Sebastian Koch' 'Ulrich Tukur',"
Drama, Mystery, Thriller            "
925,925,Creed,II 2015,133 min,7.6,82        ,"261,393",$109.77M,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Ryan Coogler,'Michael B. Jordan' 'Sylvester Stallone' 'Tessa Thompson' 'Phylicia Rashad',"
Action, Drama, Sport            "
818,818,Black Hawk Down,2001,144 min,7.7,74        ,"380,944",$108.64M,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed Somalis.",Ridley Scott,'Josh Hartnett' 'Ewan McGregor' 'Tom Sizemore' 'Eric Bana',"
Action, Drama, History            "
614,614,Little Women,2019,135 min,7.8,91        ,"174,381",$108.10M,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",Greta Gerwig,'Saoirse Ronan' 'Emma Watson' 'Florence Pugh' 'Eliza Scanlen',"
Drama, Romance            "
8,8,Pulp Fiction,1994,154 min,8.9,94        ,"1,932,435",$107.93M,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",Quentin Tarantino,'John Travolta' 'Uma Thurman' 'Samuel L. Jackson' 'Bruce Willis',"
Crime, Drama            "
953,953,Watchmen,2009,162 min,7.6,56        ,"530,346",$107.51M,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",Zack Snyder,'Jackie Earle Haley' 'Patrick Wilson' 'Carla Gugino' 'Malin Akerman',"
Action, Drama, Mystery            "
633,633,Captain Phillips,2013,134 min,7.8,82        ,"441,812",$107.10M,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Paul Greengrass,'Tom Hanks' 'Barkhad Abdi' 'Barkhad Abdirahman' 'Catherine Keener',"
Adventure, Biography, Crime            "
378,378,Black Swan,2010,108 min,8.0,79        ,"731,138",$106.95M,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",Darren Aronofsky,'Natalie Portman' 'Mila Kunis' 'Vincent Cassel' 'Winona Ryder',"
Drama, Thriller            "
713,713,Kramer vs. Kramer,1979,105 min,7.8,77        ,"140,304",$106.26M,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.",Robert Benton,'Dustin Hoffman' 'Meryl Streep' 'Jane Alexander' 'Justin Henry',"
Drama            "
451,451,The Graduate,1967,106 min,8.0,83        ,"265,287",$104.95M,A disillusioned college graduate finds himself torn between his older lover and her daughter.,Mike Nichols,'Dustin Hoffman' 'Anne Bancroft' 'Katharine Ross' 'William Daniels',"
Comedy, Drama, Romance            "
819,819,Road to Perdition,2002,117 min,7.7,72        ,"259,311",$104.45M,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",Sam Mendes,'Tom Hanks' 'Tyler Hoechlin' 'Rob Maxey' 'Liam Aiken',"
Crime, Drama, Thriller            "
632,632,The Girl with the Dragon Tattoo,2011,158 min,7.8,71        ,"445,588",$102.52M,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",David Fincher,'Daniel Craig' 'Rooney Mara' 'Christopher Plummer' 'Stellan Skarsgård',"
Crime, Drama, Mystery            "
448,448,Butch Cassidy and the Sundance Kid,1969,110 min,8.0,66        ,"210,441",$102.31M,"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",George Roy Hill,'Paul Newman' 'Robert Redford' 'Katharine Ross' 'Strother Martin',"
Biography, Comedy, Crime            "
729,729,Mary Poppins,1964,139 min,7.8,88        ,"165,599",$102.27M,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",Robert Stevenson,'Julie Andrews' 'Dick Van Dyke' 'David Tomlinson' 'Glynis Johns',"
Comedy, Family, Fantasy            "
175,175,Unforgiven,1992,130 min,8.2,85        ,"395,907",$101.16M,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",Clint Eastwood,'Clint Eastwood' 'Gene Hackman' 'Morgan Freeman' 'Richard Harris',"
Drama, Western            "
498,498,Arrival,II 2016,116 min,7.9,81        ,"650,652",$100.55M,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,Denis Villeneuve,'Amy Adams' 'Jeremy Renner' 'Forest Whitaker' 'Michael Stuhlbarg',"
Drama, Sci-Fi            "
249,249,Million Dollar Baby,2004,132 min,8.1,86        ,"663,207",$100.49M,A determined woman works with a hardened boxing trainer to become a professional.,Clint Eastwood,'Hilary Swank' 'Clint Eastwood' 'Morgan Freeman' 'Jay Baruchel',"
Drama, Sport            "
506,506,Edge of Tomorrow,2014,113 min,7.9,71        ,"639,636",$100.21M,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",Doug Liman,'Tom Cruise' 'Emily Blunt' 'Bill Paxton' 'Brendan Gleeson',"
Action, Adventure, Sci-Fi            "
31,31,Se7en,1995,127 min,8.6,65        ,"1,538,410",$100.13M,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",David Fincher,'Morgan Freeman' 'Brad Pitt' 'Kevin Spacey' 'Andrew Kevin Walker',"
Crime, Drama, Mystery            "
329,329,The Red Shoes,1948,135 min,8.1,****,"33,438",$10.90M,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,"Directors:Michael Powell, Emeric Pressburger",'Anton Walbrook' 'Marius Goring' 'Moira Shearer' 'Robert Helpmann',"
Drama, Music, Romance            "
829,829,Office Space,1999,89 min,7.7,68        ,"254,847",$10.82M,Three company workers who hate their jobs decide to rebel against their greedy boss.,Mike Judge,'Ron Livingston' 'Jennifer Aniston' 'David Herman' 'Ajay Naidu',"
Comedy            "
859,859,Glengarry Glen Ross,1992,100 min,7.7,82        ,"101,782",$10.73M,An examination of the machinations behind the scenes at a real estate office.,James Foley,'Al Pacino' 'Jack Lemmon' 'Alec Baldwin' 'Alan Arkin',"
Crime, Drama, Mystery            "
873,873,The Purple Rose of Cairo,1985,82 min,7.7,75        ,"50,390",$10.63M,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",Woody Allen,'Mia Farrow' 'Jeff Daniels' 'Danny Aiello' 'Irving Metzman',"
Comedy, Fantasy, Romance            "
217,217,PK,2014,153 min,8.1,****,"174,336",$10.62M,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,Rajkumar Hirani,'Aamir Khan' 'Anushka Sharma' 'Sanjay Dutt' 'Boman Irani',"
Comedy, Drama, Sci-Fi            "
874,874,After Hours,I 1985,97 min,7.7,90        ,"65,816",$10.60M,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,Martin Scorsese,'Griffin Dunne' 'Rosanna Arquette' 'Verna Bloom' 'Tommy Chong',"
Comedy, Crime, Drama            "
735,735,The Quiet Man,1952,129 min,7.8,85        ,"37,105",$10.55M,"A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",John Ford,"'John Wayne' ""Maureen O'Hara"" 'Barry Fitzgerald' 'Ward Bond'","
Comedy, Drama, Romance            "
477,477,Notorious,1946,102 min,8.0,100        ,"98,167",$10.46M,The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?,Alfred Hitchcock,'Cary Grant' 'Ingrid Bergman' 'Claude Rains' 'Louis Calhern',"
Drama, Film-Noir, Romance            "
642,642,Män som hatar kvinnor,2009,152 min,7.8,76        ,"213,609",$10.10M,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,Niels Arden Oplev,'Michael Nyqvist' 'Noomi Rapace' 'Ewa Fröling' 'Lena Endre',"
Crime, Drama, Mystery            "
27,27,Sen to Chihiro no kamikakushi,2001,125 min,8.6,96        ,"705,520",$10.06M,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",Hayao Miyazaki,'Daveigh Chase' 'Suzanne Pleshette' 'Miyu Irino' 'Rumi Hiiragi',"
Animation, Adventure, Family            "
848,848,A Little Princess,1995,97 min,7.7,83        ,"33,718",$10.02M,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,Alfonso Cuarón,'Liesel Matthews' 'Eleanor Bron' 'Liam Cunningham' 'Rusty Schwimmer',"
Drama, Family, Fantasy            "
596,596,King Kong,1933,100 min,7.9,90        ,"83,186",$10.00M,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,"Directors:Merian C. Cooper, Ernest B. Schoedsack",'Fay Wray' 'Robert Armstrong' 'Bruce Cabot' 'Frank Reicher',"
Adventure, Horror, Sci-Fi            "
696,696,Yume,1990,119 min,7.8,****,"25,552",$1.96M,A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.,"Directors:Akira Kurosawa, Ishirô Honda",'Akira Terao' 'Mitsuko Baishô' 'Toshie Negishi' 'Mieko Harada',"
Drama, Fantasy            "
988,988,Le locataire,1976,126 min,7.6,71        ,"42,544",$1.92M,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,Roman Polanski,'Roman Polanski' 'Isabelle Adjani' 'Melvyn Douglas' 'Jo Van Fleet',"
Drama, Thriller            "
600,600,Badla,2019,118 min,7.8,****,"26,076",$1.86M,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,Sujoy Ghosh,'Amitabh Bachchan' 'Taapsee Pannu' 'Amrita Singh' 'Antonio Aakeel',"
Crime, Drama, Mystery            "
526,526,Kal Ho Naa Ho,2003,186 min,7.9,54        ,"66,834",$1.79M,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",Nikkhil Advani,'Preity Zinta' 'Shah Rukh Khan' 'Saif Ali Khan' 'Jaya Bachchan',"
Comedy, Drama, Musical            "
350,350,M.S. Dhoni: The Untold Story,2016,184 min,8.0,****,"49,363",$1.78M,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,Neeraj Pandey,'Sushant Singh Rajput' 'Kiara Advani' 'Anupam Kher' 'Disha Patani',"
Biography, Drama, Sport            "
689,689,Naked,1993,131 min,7.8,85        ,"37,679",$1.77M,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,Mike Leigh,'David Thewlis' 'Lesley Sharp' 'Katrin Cartlidge' 'Greg Cruttwell',"
Comedy, Drama            "
790,790,Flipped,I 2010,90 min,7.7,45        ,"87,299",$1.75M,Two eighth-graders start to have feelings for each other despite being total opposites.,Rob Reiner,'Madeline Carroll' 'Callan McAuliffe' 'Rebecca De Mornay' 'Anthony Edwards',"
Comedy, Drama, Romance            "
303,303,Viskningar och rop,1972,91 min,8.1,****,"32,786",$1.74M,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.",Ingmar Bergman,'Harriet Andersson' 'Liv Ullmann' 'Kari Sylwan' 'Ingrid Thulin',"
Drama            "
625,625,English Vinglish,2012,134 min,7.8,****,"35,311",$1.67M,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.",Gauri Shinde,'Sridevi' 'Adil Hussain' 'Mehdi Nebbou' 'Priya Anand',"
Comedy, Drama, Family            "
59,59,Capharnaüm,2018,126 min,8.4,75        ,"78,727",$1.66M,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",Nadine Labaki,'Zain Al Rafeea' 'Yordanos Shiferaw' 'Boluwatife Treasure Bankole' 'Kawsar Al Haddad',"
Drama            "
263,263,Festen,1998,105 min,8.1,82        ,"84,192",$1.65M,"At Helge's 60th birthday party, some unpleasant family truths are revealed.",Thomas Vinterberg,'Ulrich Thomsen' 'Henning Moritzen' 'Thomas Bo Larsen' 'Paprika Steen',"
Drama            "
145,145,Bhaag Milkha Bhaag,2013,186 min,8.2,****,"65,413",$1.63M,The truth behind the ascension of Milkha Singh who was scarred because of the India-Pakistan partition.,Rakeysh Omprakash Mehra,'Farhan Akhtar' 'Sonam Kapoor' 'Pawan Malhotra' 'Art Malik',"
Biography, Drama, Sport            "
131,131,Citizen Kane,1941,119 min,8.3,100        ,"426,361",$1.59M,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",Orson Welles,'Orson Welles' 'Joseph Cotten' 'Dorothy Comingore' 'Agnes Moorehead',"
Drama, Mystery            "
982,982,Withnail & I,1987,107 min,7.6,84        ,"42,623",$1.54M,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",Bruce Robinson,'Richard E. Grant' 'Paul McGann' 'Richard Griffiths' 'Ralph Brown',"
Comedy, Drama            "
403,403,Dogville,2003,178 min,8.0,60        ,"144,543",$1.53M,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",Lars von Trier,'Nicole Kidman' 'Paul Bettany' 'Lauren Bacall' 'Harriet Andersson',"
Crime, Drama            "
314,314,Jungfrukällan,1960,89 min,8.1,****,"28,310",$1.53M,"In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way.",Ingmar Bergman,'Max von Sydow' 'Birgitta Valberg' 'Gunnel Lindblom' 'Birgitta Pettersson',"
Drama            "
358,358,Kaguya-hime no monogatari,2013,137 min,8.0,89        ,"43,348",$1.51M,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime.",Isao Takahata,'Chloë Grace Moretz' 'James Caan' 'Mary Steenburgen' 'James Marsden',"
Animation, Drama, Family            "
238,238,Okuribito,2008,130 min,8.1,68        ,"50,818",$1.50M,A newly unemployed cellist takes a job preparing the dead for funerals.,Yôjirô Takita,'Masahiro Motoki' 'Ryôko Hirosue' 'Tsutomu Yamazaki' 'Kazuko Yoshiyuki',"
Drama, Music            "
405,405,Donnie Darko,2001,113 min,8.0,88        ,"770,549",$1.48M,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",Richard Kelly,'Jake Gyllenhaal' 'Jena Malone' 'Mary McDonnell' 'Holmes Osborne',"
Drama, Mystery, Sci-Fi            "
975,975,Trois couleurs: Blanc,1994,92 min,7.6,88        ,"70,486",$1.46M,"After his wife divorces him, a Polish immigrant plots to get even with her.",Krzysztof Kieslowski,'Zbigniew Zamachowski' 'Julie Delpy' 'Janusz Gajos' 'Jerzy Stuhr',"
Comedy, Drama, Romance            "
871,871,Down by Law,1986,107 min,7.7,75        ,"50,314",$1.44M,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",Jim Jarmusch,'Tom Waits' 'John Lurie' 'Roberto Benigni' 'Nicoletta Braschi',"
Comedy, Crime, Drama            "
143,143,Queen,2013,146 min,8.2,****,"64,127",$1.43M,A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.,Vikas Bahl,'Kangana Ranaut' 'Rajkummar Rao' 'Lisa Haydon' 'Jeffrey Ho',"
Adventure, Comedy, Drama            "
990,990,Kelly's Heroes,1970,144 min,7.6,50        ,"47,778",$1.38M,A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.,Brian G. Hutton,"'Clint Eastwood' 'Telly Savalas' 'Don Rickles' ""Carroll O'Connor""","
Adventure, Comedy, War            "
135,135,Andhadhun,2018,139 min,8.2,****,"85,172",$1.37M,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",Sriram Raghavan,'Ayushmann Khurrana' 'Tabu' 'Radhika Apte' 'Anil Dhawan',"
Crime, Drama, Music            "
771,771,Le Petit Prince,2015,108 min,7.7,70        ,"59,939",$1.34M,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",Mark Osborne,'Jeff Bridges' 'Mackenzie Foy' 'Rachel McAdams' 'Marion Cotillard',"
Animation, Adventure, Drama            "
763,763,Le passé,2013,130 min,7.7,85        ,"47,725",$1.33M,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.",Asghar Farhadi,'Bérénice Bejo' 'Tahar Rahim' 'Ali Mosaffa' 'Pauline Burlet',"
Drama, Mystery            "
548,548,Trois couleurs: Bleu,1993,94 min,7.9,85        ,"97,610",$1.32M,A woman struggles to find a way to live her life after the death of her husband and child.,Krzysztof Kieslowski,'Juliette Binoche' 'Zbigniew Zamachowski' 'Julie Delpy' 'Benoît Régent',"
Drama, Music, Mystery            "
133,133,Metropolis,1927,153 min,8.3,98        ,"168,406",$1.24M,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",Fritz Lang,'Brigitte Helm' 'Alfred Abel' 'Gustav Fröhlich' 'Rudolf Klein-Rogge',"
Drama, Sci-Fi            "
206,206,Pink,III 2016,136 min,8.1,****,"43,074",$1.24M,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",Aniruddha Roy Chowdhury,'Taapsee Pannu' 'Amitabh Bachchan' 'Kirti Kulhari' 'Andrea Tariang',"
Crime, Drama, Thriller            "
185,185,Monty Python and the Holy Grail,1975,91 min,8.2,91        ,"522,158",$1.23M,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.","Directors:Terry Gilliam, Terry Jones",'Graham Chapman' 'John Cleese' 'Eric Idle' 'Terry Gilliam',"
Adventure, Comedy, Fantasy            "
536,536,Nueve reinas,2000,114 min,7.9,80        ,"51,709",$1.22M,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",Fabián Bielinsky,'Ricardo Darín' 'Gastón Pauls' 'Graciela Tenenbaum' 'María Mercedes Villagra',"
Crime, Drama, Thriller            "
